Type,Index,Name
0x0004,0x0462,MonitoringDeviceAppliesCutsPower
0x0004,0x0463,MonitoringDeviceAppliesShutsDownEngine
0x0004,0x0464,MonitoringDeviceAlarmTimeBeforeOverSpeed
0x0004,0x0465,MonitoringDeviceResetOnZeroSpeed
0x0004,0x0466,MonitoringDeviceResetOnZeroThrottle
0x0004,0x0467,MonitoringDeviceResetOnDirectionNeutral
0x0004,0x0468,MonitoringDeviceResetOnEngineAtIdle
0x0004,0x0469,MonitoringDeviceResetOnBrakeOff
0x0004,0x046A,MonitoringDeviceResetOnBrakeFullyOn
0x0004,0x046B,MonitoringDeviceResetOnDynamicBrakeOff
0x0004,0x046C,MonitoringDeviceResetOnDynamicBrakeOn
0x0004,0x046D,MonitoringDeviceResetOnResetButton
0x0004,0x046E,MonitoringDeviceDoesSuppressionReset
0x0004,0x046F,MonitoringDeviceTriggerOnOverspeed
0x0004,0x0470,MonitoringDeviceTriggerOnHighCurrent
0x0004,0x0471,MonitoringDeviceTriggerOnLowMainResPressire
0x0004,0x0472,MonitoringDeviceTriggerOnOverRPM
0x0004,0x0473,MonitoringDeviceTriggerOnTrackOverspeed
0x0004,0x0474,MonitoringDeviceTriggerOnTrackOverspeedMargin
0x0004,0x0475,AWSMonitor
0x0004,0x0476,VigilanceMonitor
0x0004,0x0477,EmergencyStopMonitor
0x0004,0x0478,OverspeedMonitor
0x0004,0x0479,LCRegion
0x0004,0x047A,DEMRegion
0x0004,0x047B,Region
0x0004,0x047C,FileSampleSize
0x0004,0x047D,FileSamples
0x0004,0x047E,FileSampleBytes
0x0004,0x047F,BigEndian
0x0004,0x0480,SampleFiles
0x0004,0x0481,SampleFile
0x0004,0x0482,SFlags
0x0004,0x0483,Light
0x0004,0x0484,Conditions
0x0004,0x0485,Headlight
0x0004,0x0486,Unit
0x0004,0x0487,Penalty
0x0004,0x0488,Control
0x0004,0x0489,Service
0x0004,0x048A,TimeOfDay
0x0004,0x048B,ActiveCab
0x0004,0x048C,InactiveCab
0x0004,0x048D,FadeIn
0x0004,0x048E,FadeOut
0x0004,0x048F,Duration
0x0004,0x0490,LightColour
0x0004,0x0491,Azimuth
0x0004,0x0492,Transition
0x0004,0x0493,Cycle
0x0004,0x0494,Serial
0x0004,0x0495,SaveHeader
0x0004,0x0496,SaveTDBs
0x0004,0x0497,SaveTDB
0x0004,0x0498,SaveRDB
0x0004,0x0499,SaveTDBNodes
0x0004,0x049A,SaveTDBNode
0x0004,0x049B,SaveTrItems
0x0004,0x049C,SaveTrItem
0x0004,0x049D,SaveVNodeOwners
0x0004,0x049E,SaveObj
0x0004,0x049F,SaveStatic
0x0004,0x04A0,SaveCollobj
0x0004,0x04A1,SavePhysobj
0x0004,0x04A2,SaveWagon
0x0004,0x04A3,SaveEngine
0x0004,0x04A4,SaveTrain
0x0004,0x04A5,SaveController
0x0004,0x04A6,SaveActivity
0x0004,0x04A7,SaveEvents
0x0004,0x04A8,SaveEvent
0x0004,0x04A9,SaveServices
0x0004,0x04AA,SaveService
0x0004,0x04AB,SaveActObjs
0x0004,0x04AC,SaveActObjWagonList
0x0004,0x04AD,SaveActObjSpeedMon
0x0004,0x04AE,SaveWagonUIDs
0x0004,0x04AF,SaveDebrief
0x0004,0x04B0,SaveTitle
0x0004,0x04B1,SaveSuccessfulStrings
0x0004,0x04B2,SaveSuccessfulString
0x0004,0x04B3,SaveUnSuccessfulStrings
0x0004,0x04B4,SaveUnSuccessfulString
0x0004,0x04B5,SaveTimetableEntries
0x0004,0x04B6,SaveTimetableEntry
0x0004,0x04B7,SaveWorkOrderEntries
0x0004,0x04B8,SaveWorkOrderEntry
0x0004,0x04B9,SaveWorkOrderType
0x0004,0x04BA,SaveWorkOrderTaskText
0x0004,0x04BB,SaveWorkOrderWagonIds
0x0004,0x04BC,SaveWorkOrderLocationText
0x0004,0x04BD,SaveWorkOrderNotesText
0x0004,0x04BE,SaveWorkOrderCompleted
0x0004,0x04BF,SaveSStops
0x0004,0x04C0,SaveSStop
0x0004,0x04C1,SaveTrFollower
0x0004,0x04C2,SaveAIWagons
0x0004,0x04C3,SaveAIWagon
0x0004,0x04C4,SaveSPUnavail
0x0004,0x04C5,SaveSP
0x0004,0x04C6,Version_Route
0x0004,0x04C7,Version_TrainDB
0x0004,0x04C8,Version_Consist
0x0004,0x04C9,Version_Path
0x0004,0x04CA,Version_Traffic
0x0004,0x04CB,Version_Service
0x0004,0x04CC,Player_Traffic_Definition
0x0004,0x04CD,Player_Service_Definition
0x0004,0x04CE,Tr_Activity
0x0004,0x04CF,CrashProbability
0x0004,0x04D0,TrackDB
0x0004,0x04D1,PassengerCapacity
0x0004,0x04D2,RunUpTimeToMaxForce
0x0004,0x04D3,VolumeTweak
0x0004,0x04D4,GravityScale
0x0004,0x04D5,DerailScale
0x0004,0x04D6,TimetableTollerance
0x0004,0x04D7,DEMPath
0x0004,0x04D8,Loadstring_last
